source_id,participant,source_type,url,evidence_summary,checked_at,access
S031,TopLog WMS,official_fulfillment_case,https://www.toplogwms.ru/projects/fulfilment/pochta-rossii/,"Сеть фулфилмент-центров Почты России, биллинг, API, ТСД и высокая нагрузка",2026-09-18,public
S032,TopLog WMS,official_projects,https://www.toplogwms.ru/projects/,"200+ проектов и отраслевые кейсы",2026-09-18,public
S033,JUSTDO WMS,official_home,https://wms.justdo-service.ru/,"FBO/FBS Wildberries и Ozon; часть интеграций в разработке",2026-09-18,public
S034,LEAD WMS,official_product,https://leadwms.ru/lead-wms,"500+ складов, 20 лет, 3PL/e-com, WCS/роботы, масштабирование",2026-09-18,public
S035,InStock WMS,official_case,https://www.instocktech.ru/klienty/avtozapchasti/sklad-kompanii-binom-upravlyaetsya-instock-wms/,"FBO/FBS на реальном складе, ТСД и разные политики отбора",2026-09-18,public
S036,InStock WMS,official_vertical,https://www.instocktech.ru/wms/vnedrenie-wms-dlya-sklada-odezhdy-i-obuvi/,"FBO/FBS, Честный знак, возвраты, ТСД и 1С/ERP",2026-09-18,public
S037,InStock WMS,official_case_2,https://www.instocktech.ru/klienty/distribyutorskie-kompanii/avtomatizaczii-skladskih-proczessov-na-sklade-kompanii-muztorg/,"Маркетплейсы и интернет-магазин, FBO/FBS, серийные номера",2026-09-18,public
S038,SmartFulfill,official_home,https://smartfulfil.ru/,"PIM+OMS+WMS; FBO/FBS/realFBS; фулфилмент-тариф 14 990 ₽",2026-09-18,public
S039,SmartFulfill,official_kb,https://smartfulfil.ru/knowledge-base?for=ff,"Кабинет оператора, клиенты, склад, ТСД, прайс услуг, лицевые счета",2026-09-18,public
S040,SmartFulfill,official_news,https://smartfulfil.ru/news/zayavka-fulfilment-operatora-s-sayta,"Свежий запуск подключения фулфилмент-операторов 01.09.2026",2026-09-18,public
S041,AS WMS,official_product,https://aswms.ru/aswms,"Ответственное хранение, фулфилмент, биллинг, партии, сроки годности, Честный знак",2026-09-18,public
S042,AS WMS,external_case,https://v8.1c.ru/metod/cases/kak-za-5-mesyacev-perevesti-uchet-na-sklade-otvetstvennogo-hraneniya-v-wms-sistemu-s-billingom-i-kontejnerami.htm,"Свежий кейс ответственного хранения, биллинг и контейнеры",2026-09-18,public
S043,SEVCO WMS,external_current,https://www.translogistica-ural.ru/ru-RU/press/news/17967.aspx,"SEVCO WMS: актуальное отраслевое представление 2025, маркировка и полный складской цикл",2026-09-18,public
S044,SkladBot,official_home,https://app.skladbot.ru/,"WMS для фулфилмента: клиенты, документы, ТСД, Честный знак, счета за хранение и услуги, личный кабинет",2026-09-18,public
S045,SkladBot,official_fbs,https://app.skladbot.ru/module-fbs/,"FBS по API, статусы, КИЗ, marketplace-интеграции и складской процесс",2026-09-18,public
S046,SkladBot,official_processes,https://app.skladbot.ru/business-constructor/,"Конструктор процессов и автоматических действий по этапам",2026-09-18,public
S047,SkladBot,official_pricing,https://app.skladbot.ru/tariff/,"Публичные тарифы, внедрение, поддержка и ограничения планов",2026-09-18,public
S048,SkladBot,official_cases,https://app.skladbot.ru/cases/,"Публичные кейсы внедрения у фулфилмент-операторов",2026-09-18,public
S049,МАЙЯ WMS,official_home,https://wms-maya.ru/,"Мультиклиентность, биллинг из коробки, личный кабинет, 3PL, API, ТСД, тарифы и Честный знак",2026-09-18,public
S050,МАЙЯ WMS,official_about,https://wms-maya.ru/about,"17 лет разработки, 200+ внедрений, 1,5 млн м² складов, реестр российского ПО",2026-09-18,public
S051,Topseller WMS,official_wms,https://topseller.ru/wms,"Мультиклиентский FBS, кабинеты и юрлица, волны сборки, КИЗ, ТСД, сотрудники, WB/Ozon/Яндекс Маркет",2026-09-18,public
S052,Topseller WMS,official_pricing,https://topseller.ru/wms/pricing,"Тарифы 40/85/125 тыс. ₽, внедрение отдельно, 7 дней бесплатно",2026-09-18,public
S053,RAXS,official_home,https://raxs.ru/,"WMS для фулфилмента: личный кабинет клиентов, авто-счета хранения, финучет, ТСД, marketplace-интеграции, сотрудники и тарифы",2026-09-18,public
